record_id,corporate_name,supplier_tier,country,annual_spend_usd,contract_start,category,risk_score,is_active,contact_email
SC-00702,APEX Industries,Tier 1,India,4510324.69,2020-04-18,Electronics,7.03,True,procurement@apexindustri.com
SC-00703,Meridian Corp,Tier 1,Germany,2186991.73,2023-04-23,Software,6.25,False,procurement@meridiancorp.com
SC-00704,Prism Consulting,Tier 2,UK,1095519.57,2020-12-21,Software,1.39,False,procurement@prismconsult.com
SC-00705,Crest Financial,Tier 1,India,4987407.41,2023-10-04,Logistics,1.34,True,procurement@crestfinanci.com
SC-00706,Global Tech Inc,Tier 3,China,3306737.15,2020-10-05,Electronics,1.37,False,procurement@globaltechin.com
SC-00707,Summit Resources,Tier 3,Germany,2299252.08,2022-05-18,Services,8.2,False,procurement@summitresour.com
SC-00708,Helios Media,Tier 1,China,3042637.62,2023-03-29,Software,8.47,True,procurement@heliosmedia.com
SC-00709,Vertex Capital,Tier 2,UK,2902944.15,2020-03-09,Electronics,5.68,True,procurement@vertexcapita.com
SC-00710,Meridian Corp,Tier 3,USA,753333.03,2022-12-14,Raw Materials,4.65,True,procurement@meridiancorp.com
SC-00711,Radiant Health,Tier 1,China,3171781.1,2023-09-21,Electronics,6.84,True,procurement@radianthealt.com
SC-00712,Aether Networks,Tier 2,UK,3903709.31,2022-08-18,Software,5.13,False,procurement@aethernetwor.com
SC-00713,Solace Systems,Tier 2,India,4804877.45,2021-08-26,Raw Materials,1.68,True,procurement@solacesystem.com
SC-00714,Solace Systems,Tier 1,Japan,2392144.63,2020-12-12,Services,0.52,True,procurement@solacesystem.com
SC-00715,Aether Networks,Tier 2,China,458425.33,2022-11-01,Electronics,8.51,True,procurement@aethernetwor.com
SC-00716,Quantum Analytic,Tier 3,India,1412324.72,2021-06-10,Electronics,7.41,True,procurement@quantumanaly.com
SC-00717,Tempest Energy,Tier 3,China,1880345.81,2020-12-25,Raw Materials,7.83,True,procurement@tempestenerg.com
SC-00718,Pulsar Electronics,Tier 3,France,213798.11,2020-06-21,Logistics,5.96,True,procurement@pulsarelectr.com
SC-00719,Pulsar Electronics,Tier 2,Germany,3320303.08,2023-07-29,Logistics,2.11,True,procurement@pulsarelectr.com
SC-00720,Pinnacle,Tier 2,France,4106678.5,2020-04-17,Logistics,4.64,False,procurement@pinnaclesyst.com
SC-00721,Cobalt Ventures,Tier 3,France,4616173.28,2021-04-23,Software,6.84,False,procurement@cobaltventur.com
SC-00722,Eclipse Trading,Tier 1,UK,4357874.79,2020-01-25,Raw Materials,9.27,False,procurement@eclipsetradi.com
SC-00723,Delta Robotics,Tier 3,Japan,4781560.2,2020-07-18,Services,6.37,False,procurement@deltarobotic.com
SC-00724,Aether Networks,Tier 2,India,1372084.69,2020-07-20,Raw Materials,6.54,False,procurement@aethernetwor.com
SC-00725,Summit Resources,Tier 3,Japan,2964185.24,2021-02-03,Services,3.37,True,procurement@summitresour.com
SC-00726,Indigo Capital,Tier 3,USA,4166863.02,2020-01-25,Software,0.98,True,procurement@indigocapita.com
SC-00727,Cascade Biotech,Tier 1,Japan,1452320.24,2021-01-30,Electronics,0.24,True,procurement@cascadebiote.com
SC-00728,Pinnacle,Tier 3,France,1123282.35,2023-05-12,Electronics,7.08,True,procurement@pinnaclesyst.com
SC-00729,Horizon Enterprises,Tier 2,Japan,3831095.94,2023-08-19,Services,8.03,True,procurement@horizonenter.com
SC-00730,Meridian Corp,Tier 2,India,2361430.11,2020-06-04,Software,9.23,True,procurement@meridiancorp.com
SC-00731,Synapse Artificial Intelligence,Tier 3,France,3862092.07,2021-06-11,Logistics,7.81,True,procurement@synapseai.com
SC-00732,Pinnacle Systems Ltd,Tier 2,India,4979994.91,2021-06-12,Raw Materials,1.78,True,procurement@pinnaclesyst.com
SC-00733,Pulsar Electronics,Tier 3,China,933288.74,2022-10-04,Electronics,1.44,False,procurement@pulsarelectr.com
SC-00734,Solaris Energy,Tier 2,Japan,1332031.47,2020-03-12,Electronics,0.7,True,procurement@solarisenerg.com
SC-00735,Cascade Biotech,Tier 2,Germany,3281683.4,2020-01-02,Electronics,6.65,True,procurement@cascadebiote.com
SC-00736,Zenith,Tier 2,China,2894469.25,2022-11-21,Software,4.78,False,procurement@zenithtechno.com
SC-00737,Vertex Holdings,Tier 1,China,4773068.96,2022-09-14,Electronics,5.67,True,procurement@vertexholdin.com
SC-00738,Sirius Retail,Tier 2,USA,3179749.01,2023-08-18,Electronics,3.65,True,procurement@siriusretail.com
SC-00739,Horizon Enterprises,Tier 2,Japan,1055446.33,2023-02-09,Electronics,9.68,True,procurement@horizonenter.com
SC-00740,Cobalt Ventures,Tier 1,Japan,3459770.78,2022-09-23,Electronics,8.85,False,procurement@cobaltventur.com
SC-00741,Vanguard Networks,Tier 1,Germany,175554.8,2023-04-29,Logistics,4.89,True,procurement@vanguardnetw.com
SC-00742,Forge Industries,Tier 2,UK,4826521.54,2022-07-09,Electronics,0.37,True,procurement@forgeindustr.com
SC-00743,Sirius Retail,Tier 2,USA,1097806.97,2023-09-01,Services,4.58,True,procurement@siriusretail.com
SC-00744,Tempest Energy,Tier 1,USA,3690525.63,2022-09-28,Electronics,4.71,True,procurement@tempestenerg.com
SC-00745,Nova Logistics,Tier 1,Germany,3181674.2,2021-09-21,Electronics,4.56,True,procurement@novalogistic.com
SC-00746,Tempest Energy,Tier 1,USA,2510860.31,2023-06-14,Logistics,0.63,True,procurement@tempestenerg.com
SC-00747,SynapseAI,Tier 3,Japan,2039942.62,2020-09-04,Services,5.46,True,procurement@synapseai.com
SC-00748,Solaris Energy,Tier 3,Germany,1710743.45,2020-09-04,Raw Materials,1.41,False,procurement@solarisenerg.com
SC-00749,Stratos Global,Tier 3,Germany,2221373.0,2023-04-06,Electronics,1.33,False,procurement@stratosgloba.com
SC-00750,Stratos Global,Tier 2,USA,81430.41,2021-01-02,Electronics,7.07,True,procurement@stratosgloba.com
SC-00751,Ionic Materials,Tier 3,Germany,1070493.08,2023-08-03,Raw Materials,5.23,False,procurement@ionicmateria.com
SC-00752,Nova Logistics,Tier 3,Japan,236225.0,2021-01-03,Software,6.12,True,procurement@novalogistic.com
SC-00753,Cobalt Ventures,Tier 2,USA,2810666.5,2021-01-28,Electronics,9.87,True,procurement@cobaltventur.com
SC-00754,Aether Networks,Tier 3,UK,1135416.86,2023-07-06,Logistics,2.76,True,procurement@aethernetwor.com
SC-00755,Meridian Corp,Tier 3,France,4844440.5,2022-08-29,Software,1.76,True,procurement@meridiancorp.com
SC-00756,Pinnacle,Tier 2,India,1087469.28,2021-05-29,Raw Materials,6.17,False,procurement@pinnaclesyst.com
SC-00757,NexGen Solution,Tier 3,USA,4628063.66,2020-12-26,Logistics,7.85,False,procurement@nexgensoluti.com
SC-00758,Vertex Capital,Tier 1,Germany,3620945.25,2023-04-28,Services,3.26,True,procurement@vertexcapita.com
SC-00759,Indigo Capital,Tier 1,India,1177521.22,2021-04-30,Software,8.7,False,procurement@indigocapita.com
SC-00760,Titan Mfg,Tier 2,UK,2447818.19,2022-06-11,Logistics,2.16,False,procurement@titanmanufac.com
SC-00761,Orion Dynamics,Tier 2,Germany,2315813.96,2021-02-01,Raw Materials,9.76,True,procurement@oriondynamic.com
SC-00762,Sirius Retail,Tier 1,Japan,2864895.87,2021-07-28,Logistics,1.11,False,procurement@siriusretail.com
SC-00763,Summit Resources,Tier 1,France,1750701.24,2021-08-27,Services,1.57,True,procurement@summitresour.com
SC-00764,Solace Systems,Tier 1,China,4292020.13,2022-09-28,Logistics,5.92,False,procurement@solacesystem.com
SC-00765,Stellar Pharma,Tier 3,China,3694085.35,2021-05-20,Logistics,3.27,True,procurement@stellarpharm.com
SC-00766,Tempest Energy,Tier 3,USA,2117970.67,2020-03-31,Electronics,9.91,True,procurement@tempestenerg.com
SC-00767,Synapse Artificial Intelligence,Tier 2,China,4058096.78,2023-11-27,Electronics,4.52,True,procurement@synapseai.com
SC-00768,Horizon Enterprises,Tier 3,Japan,2062759.5,2021-03-22,Logistics,3.58,True,procurement@horizonenter.com
SC-00769,Horizon Enterprises,Tier 2,Japan,1558941.18,2023-12-11,Software,8.58,True,procurement@horizonenter.com
SC-00770,Summit Resources,Tier 1,France,3530517.71,2021-01-13,Raw Materials,6.27,True,procurement@summitresour.com
SC-00771,Vertex Holdings,Tier 3,India,2678055.62,2021-08-30,Software,7.53,True,procurement@vertexholdin.com
SC-00772,Horizon Enterprises,Tier 3,USA,2597945.58,2023-10-13,Raw Materials,8.88,True,procurement@horizonenter.com
SC-00773,Delta Robotics,Tier 2,UK,252327.96,2022-01-20,Logistics,6.48,True,procurement@deltarobotic.com
SC-00774,Nimbus Cloud,Tier 1,India,1231231.89,2020-08-20,Software,7.37,True,procurement@nimbuscloud.com
SC-00775,Titan Manufacturing Co,Tier 2,India,2542651.56,2022-05-16,Raw Materials,0.54,True,procurement@titanmanufac.com
SC-00776,Helios Media,Tier 2,UK,2657078.87,2020-09-08,Software,7.1,True,procurement@heliosmedia.com
SC-00777,Cascade Biotech,Tier 3,Japan,4053539.59,2020-05-14,Logistics,8.92,False,procurement@cascadebiote.com
SC-00778,Horizon Enterprises,Tier 2,Germany,1477444.8,2020-06-06,Electronics,1.65,True,procurement@horizonenter.com
SC-00779,Zenith Technologies Ltd,Tier 1,France,1061067.98,2023-07-08,Electronics,2.93,True,procurement@zenithtechno.com
SC-00780,Eclipse Trading,Tier 2,China,3701660.76,2020-02-13,Raw Materials,1.89,True,procurement@eclipsetradi.com
SC-00781,TITAN Manufacturing,Tier 3,India,2087874.06,2021-12-03,Raw Materials,4.86,False,procurement@titanmanufac.com
SC-00782,Summit Resources,Tier 3,Germany,4496495.52,2021-09-19,Logistics,7.89,True,procurement@summitresour.com
SC-00783,Eclipse Trading,Tier 2,France,4235292.86,2020-10-30,Raw Materials,2.84,True,procurement@eclipsetradi.com
SC-00784,Aether Networks,Tier 3,UK,1461970.58,2020-12-25,Logistics,1.61,True,procurement@aethernetwor.com
SC-00785,Next Gen Solutions,Tier 3,Germany,2232398.76,2022-01-27,Logistics,2.05,True,procurement@nexgensoluti.com
SC-00786,Indigo Capital,Tier 1,India,2269724.03,2020-11-28,Services,3.02,True,procurement@indigocapita.com
SC-00787,Prism Consulting,Tier 1,China,4642665.88,2020-11-15,Electronics,9.7,True,procurement@prismconsult.com
SC-00788,ATLAS Freight,Tier 2,France,4904414.41,2023-03-20,Logistics,8.0,False,procurement@atlasfreight.com
SC-00789,Sirius Retail,Tier 3,China,4505863.62,2020-10-12,Services,1.17,True,procurement@siriusretail.com
SC-00790,Prism Consulting,Tier 2,India,507781.6,2020-04-22,Services,6.41,True,procurement@prismconsult.com
SC-00791,Stellar Pharma,Tier 1,USA,2715140.86,2022-07-01,Electronics,9.76,False,procurement@stellarpharm.com
SC-00792,Vanguard Networks,Tier 2,UK,3045135.22,2020-04-24,Raw Materials,3.98,False,procurement@vanguardnetw.com
SC-00793,Crest Financial,Tier 2,USA,1459019.31,2021-12-20,Raw Materials,9.78,True,procurement@crestfinanci.com
SC-00794,Solaris Energy,Tier 3,China,4028243.25,2021-08-14,Logistics,8.06,False,procurement@solarisenerg.com
SC-00795,Ionic Materials,Tier 3,UK,476085.97,2021-03-01,Raw Materials,4.75,True,procurement@ionicmateria.com
SC-00796,Vertex Holdings,Tier 1,USA,2076830.16,2021-07-13,Software,1.75,False,procurement@vertexholdin.com
SC-00797,Solace Systems,Tier 1,Germany,4169804.43,2021-08-15,Services,4.91,True,procurement@solacesystem.com
SC-00798,Tempest Energy,Tier 2,UK,3712287.31,2021-04-04,Electronics,7.91,True,procurement@tempestenerg.com
SC-00799,Quantum Analytics Inc,Tier 3,France,3200976.11,2020-09-11,Raw Materials,4.17,False,procurement@quantumanaly.com
SC-00800,Nova Logistics,Tier 1,France,1422224.32,2020-05-16,Services,7.46,False,procurement@novalogistic.com
SC-00801,Solace Systems,Tier 2,Japan,3445268.54,2023-11-22,Electronics,3.73,True,procurement@solacesystem.com
SC-00802,Quantum Analytic,Tier 3,USA,773378.75,2022-08-02,Logistics,3.57,True,procurement@quantumanaly.com
SC-00803,Stellar Pharma,Tier 2,Japan,4564917.87,2021-12-30,Electronics,2.9,True,procurement@stellarpharm.com
SC-00804,Vertex Capital,Tier 3,Germany,3835212.43,2023-05-11,Logistics,5.44,True,procurement@vertexcapita.com
SC-00805,Cobalt Ventures,Tier 3,Japan,3457315.88,2020-07-15,Services,5.8,True,procurement@cobaltventur.com
SC-00806,Acme Corp,Tier 3,India,1896420.27,2022-09-20,Software,3.4,True,procurement@acmecorporat.com
SC-00807,Catalyst Group,Tier 1,UK,1144511.83,2021-01-20,Services,6.13,True,procurement@catalystgrou.com
SC-00808,Ionic Materials,Tier 1,USA,4103281.48,2020-02-05,Software,3.48,True,procurement@ionicmateria.com
SC-00809,APEX Industries,Tier 3,UK,3829768.25,2021-12-01,Logistics,7.1,True,procurement@apexindustri.com
SC-00810,Meridian Corp,Tier 1,France,3486508.97,2023-11-10,Logistics,3.07,True,procurement@meridiancorp.com
SC-00811,Apex Ind.,Tier 2,Japan,3826967.25,2020-08-16,Electronics,0.19,False,procurement@apexindustri.com
SC-00812,Synapse A.I.,Tier 1,USA,212323.94,2023-09-13,Services,5.93,False,procurement@synapseai.com
SC-00813,Meridian Corp,Tier 1,USA,1543146.74,2020-01-22,Electronics,7.82,True,procurement@meridiancorp.com
SC-00814,Tempest Energy,Tier 1,Japan,1790091.65,2020-07-04,Logistics,8.46,True,procurement@tempestenerg.com
SC-00815,Tempest Energy,Tier 2,Germany,4282933.51,2023-06-09,Logistics,5.05,True,procurement@tempestenerg.com
SC-00816,Catalyst Group,Tier 3,Germany,3593267.59,2021-07-31,Logistics,9.02,True,procurement@catalystgrou.com
SC-00817,Catalyst Group,Tier 3,France,3553392.65,2022-01-20,Services,1.85,True,procurement@catalystgrou.com
SC-00818,Orion Dynamics,Tier 2,China,1110656.3,2021-04-11,Software,1.13,True,procurement@oriondynamic.com
SC-00819,Meridian Corp,Tier 1,UK,722766.23,2022-01-09,Raw Materials,5.57,True,procurement@meridiancorp.com
SC-00820,Horizon Enterprises,Tier 2,USA,1954666.53,2022-07-24,Services,7.36,False,procurement@horizonenter.com
SC-00821,TITAN Manufacturing,Tier 2,India,4925563.52,2022-05-26,Logistics,8.57,False,procurement@titanmanufac.com
SC-00822,Crest Financial,Tier 1,Japan,2483659.45,2020-08-03,Software,4.38,True,procurement@crestfinanci.com
SC-00823,Meridian Corp,Tier 2,China,3490433.72,2020-07-27,Logistics,0.65,True,procurement@meridiancorp.com
SC-00824,Sirius Retail,Tier 3,France,4953773.53,2020-09-08,Logistics,8.38,False,procurement@siriusretail.com
SC-00825,Stellar Pharma,Tier 3,China,1812681.67,2023-09-27,Services,9.5,False,procurement@stellarpharm.com
SC-00826,Vertex Capital,Tier 1,France,2300441.97,2020-09-07,Raw Materials,4.89,True,procurement@vertexcapita.com
SC-00827,Apex Ind.,Tier 1,Japan,311619.48,2020-05-19,Software,6.78,True,procurement@apexindustri.com
SC-00828,Delta Robotics,Tier 1,India,3128735.47,2020-07-16,Electronics,6.61,False,procurement@deltarobotic.com
SC-00829,Summit Resources,Tier 2,Japan,2514600.27,2022-10-30,Raw Materials,5.42,True,procurement@summitresour.com
SC-00830,Next Gen Solutions,Tier 1,China,2278071.82,2022-02-09,Software,4.6,True,procurement@nexgensoluti.com
SC-00831,Orion Dynamics,Tier 3,Germany,2482824.06,2020-10-02,Raw Materials,7.16,False,procurement@oriondynamic.com
SC-00832,Meridian Corp,Tier 3,UK,3442602.13,2023-03-17,Software,4.76,True,procurement@meridiancorp.com
SC-00833,Vertex Capital,Tier 2,India,2498721.1,2022-02-12,Services,6.76,True,procurement@vertexcapita.com
SC-00834,Indigo Capital,Tier 1,UK,273336.34,2022-01-20,Raw Materials,8.1,True,procurement@indigocapita.com
SC-00835,Sirius Retail,Tier 1,China,1758457.99,2022-01-01,Software,3.51,True,procurement@siriusretail.com
SC-00836,Nova Logistics,Tier 3,India,2983031.75,2023-11-10,Electronics,8.69,True,procurement@novalogistic.com
SC-00837,Sirius Retail,Tier 1,UK,1664278.35,2022-08-01,Software,5.68,False,procurement@siriusretail.com
SC-00838,Stellar Pharma,Tier 3,China,2960546.71,2021-10-10,Software,5.7,True,procurement@stellarpharm.com
SC-00839,Solace Systems,Tier 2,USA,3469776.62,2021-02-25,Raw Materials,4.97,True,procurement@solacesystem.com
SC-00840,Stratos Global,Tier 2,China,1048705.2,2023-07-25,Electronics,8.4,True,procurement@stratosgloba.com
SC-00841,ATLAS Freight,Tier 1,India,4981327.08,2022-04-03,Logistics,6.25,True,procurement@atlasfreight.com
SC-00842,Tempest Energy,Tier 3,India,1403156.41,2023-03-06,Services,4.75,True,procurement@tempestenerg.com
SC-00843,Helios Media,Tier 3,France,1544142.72,2021-09-06,Software,6.63,True,procurement@heliosmedia.com
SC-00844,Vanguard Networks,Tier 2,India,3143571.19,2022-07-17,Services,1.81,True,procurement@vanguardnetw.com
SC-00845,Radiant Health,Tier 3,China,1104116.38,2022-08-15,Raw Materials,9.37,False,procurement@radianthealt.com
SC-00846,Solace Systems,Tier 3,Germany,1853159.61,2020-10-29,Logistics,1.5,True,procurement@solacesystem.com
SC-00847,SynapseAI,Tier 2,France,4159561.18,2020-05-11,Logistics,8.46,True,procurement@synapseai.com
SC-00848,Atlas Freight Co,Tier 1,India,3449931.77,2021-04-28,Software,2.38,True,procurement@atlasfreight.com
SC-00849,Vanguard Networks,Tier 1,France,4144782.68,2022-08-08,Software,5.6,False,procurement@vanguardnetw.com
SC-00850,Synapse Artificial Intelligence,Tier 1,Germany,838824.52,2020-10-06,Electronics,2.58,True,procurement@synapseai.com
SC-00851,Nimbus Cloud,Tier 3,France,259050.24,2022-09-22,Electronics,0.55,True,procurement@nimbuscloud.com
SC-00852,Indigo Capital,Tier 1,China,4489027.56,2023-10-07,Electronics,3.97,True,procurement@indigocapita.com
SC-00853,Nova Logistics,Tier 3,Japan,2526230.22,2020-09-04,Services,6.64,True,procurement@novalogistic.com
SC-00854,Pulsar Electronics,Tier 1,UK,655270.33,2021-10-03,Raw Materials,8.32,False,procurement@pulsarelectr.com
SC-00855,Nova Logistics,Tier 1,Germany,578729.37,2021-03-14,Raw Materials,4.39,True,procurement@novalogistic.com
SC-00856,Tempest Energy,Tier 2,UK,1904789.67,2020-08-19,Raw Materials,5.46,False,procurement@tempestenerg.com
SC-00857,Nova Logistics,Tier 1,India,2402347.81,2022-01-23,Raw Materials,0.21,True,procurement@novalogistic.com
SC-00858,Pinnacle,Tier 3,Germany,1302265.34,2022-02-26,Raw Materials,6.39,True,procurement@pinnaclesyst.com
SC-00859,Meridian Corp,Tier 2,China,88937.23,2022-03-15,Raw Materials,3.01,True,procurement@meridiancorp.com
SC-00860,Cobalt Ventures,Tier 1,China,3175195.88,2023-08-12,Software,7.89,True,procurement@cobaltventur.com
SC-00861,Horizon Enterprises,Tier 2,Japan,2094158.53,2021-11-12,Software,8.77,True,procurement@horizonenter.com
SC-00862,Stratos Global,Tier 3,USA,1791688.92,2023-05-18,Services,7.38,False,procurement@stratosgloba.com
SC-00863,Global Tech Inc,Tier 3,Japan,959511.13,2022-06-27,Logistics,0.03,True,procurement@globaltechin.com
SC-00864,Cobalt Ventures,Tier 3,USA,598599.59,2021-05-26,Services,7.14,True,procurement@cobaltventur.com
SC-00865,Delphi Advisors,Tier 2,China,2417909.13,2020-09-30,Raw Materials,1.73,True,procurement@delphiadviso.com
SC-00866,Atlas Freight LLC,Tier 1,China,1869617.84,2022-03-16,Software,9.45,True,procurement@atlasfreight.com
SC-00867,Global Tech Inc,Tier 3,Japan,3079415.64,2021-04-13,Electronics,9.74,True,procurement@globaltechin.com
SC-00868,Quantum,Tier 1,USA,2035122.81,2022-05-28,Services,2.6,True,procurement@quantumanaly.com
SC-00869,Crest Financial,Tier 3,USA,119868.79,2022-12-12,Software,7.73,False,procurement@crestfinanci.com
SC-00870,Pulsar Electronics,Tier 1,Japan,1055569.55,2021-06-29,Raw Materials,7.46,False,procurement@pulsarelectr.com
SC-00871,APEX Industries,Tier 1,UK,1117054.66,2021-08-02,Logistics,4.18,False,procurement@apexindustri.com
SC-00872,Zenith Tech,Tier 2,India,1215653.85,2022-07-12,Logistics,3.7,False,procurement@zenithtechno.com
SC-00873,Horizon Enterprises,Tier 2,Germany,4363645.2,2023-11-20,Software,6.87,False,procurement@horizonenter.com
SC-00874,Synapse Artificial Intelligence,Tier 3,India,411625.31,2023-02-14,Electronics,0.52,True,procurement@synapseai.com
SC-00875,Eclipse Trading,Tier 3,Japan,4837688.73,2023-05-10,Electronics,0.05,False,procurement@eclipsetradi.com
SC-00876,Cobalt Ventures,Tier 3,India,704579.36,2023-02-19,Electronics,5.8,True,procurement@cobaltventur.com
SC-00877,Stratos Global,Tier 2,China,703001.69,2021-10-11,Services,4.33,True,procurement@stratosgloba.com
SC-00878,Meridian Corp,Tier 1,Germany,2521092.56,2021-07-29,Raw Materials,9.26,True,procurement@meridiancorp.com
SC-00879,Quantum,Tier 2,UK,1599401.06,2020-12-03,Raw Materials,7.37,False,procurement@quantumanaly.com
SC-00880,Zenith,Tier 3,Japan,4001189.91,2020-04-18,Logistics,1.49,True,procurement@zenithtechno.com
SC-00881,Orion Dynamics,Tier 2,India,859597.04,2022-08-14,Software,1.16,False,procurement@oriondynamic.com
SC-00882,Next Gen Solutions,Tier 2,Japan,2826229.88,2022-07-26,Software,1.12,True,procurement@nexgensoluti.com
SC-00883,Meridian Corp,Tier 1,Germany,4347456.89,2021-01-04,Logistics,7.5,True,procurement@meridiancorp.com
SC-00884,Solace Systems,Tier 3,USA,2653776.26,2023-03-14,Logistics,4.16,True,procurement@solacesystem.com
SC-00885,Nova Logistics,Tier 3,USA,4442470.11,2020-02-23,Raw Materials,6.81,True,procurement@novalogistic.com
SC-00886,Prism Consulting,Tier 3,USA,4193037.18,2020-11-10,Electronics,0.81,False,procurement@prismconsult.com
SC-00887,Summit Resources,Tier 3,Japan,78736.54,2020-03-30,Services,9.51,True,procurement@summitresour.com
SC-00888,Solace Systems,Tier 1,France,290977.13,2023-08-11,Raw Materials,3.23,True,procurement@solacesystem.com
SC-00889,Vertex Holdings,Tier 1,China,1313061.31,2021-05-06,Software,0.89,True,procurement@vertexholdin.com
SC-00890,Stratos Global,Tier 2,India,3253481.61,2023-09-01,Logistics,1.21,False,procurement@stratosgloba.com
SC-00891,Synapse Artificial Intelligence,Tier 2,Japan,3037392.35,2022-01-05,Electronics,8.32,True,procurement@synapseai.com
SC-00892,Pulsar Electronics,Tier 2,China,1378973.05,2023-05-14,Software,0.9,False,procurement@pulsarelectr.com
SC-00893,Crest Financial,Tier 2,Japan,2158784.64,2020-03-23,Services,3.42,False,procurement@crestfinanci.com
SC-00894,TITAN Manufacturing,Tier 3,Japan,817595.02,2022-10-11,Services,6.3,True,procurement@titanmanufac.com
SC-00895,ATLAS Freight,Tier 2,USA,4540678.17,2022-09-05,Raw Materials,1.49,True,procurement@atlasfreight.com
SC-00896,Cobalt Ventures,Tier 3,China,1512634.09,2020-04-07,Services,0.77,True,procurement@cobaltventur.com
SC-00897,Vertex Capital,Tier 3,China,2094446.05,2022-08-09,Services,8.13,True,procurement@vertexcapita.com
SC-00898,Quantum,Tier 1,France,2542050.61,2020-08-21,Software,1.8,True,procurement@quantumanaly.com
SC-00899,Prism Consulting,Tier 1,China,4389938.97,2021-09-01,Raw Materials,5.87,False,procurement@prismconsult.com
SC-00900,Cascade Biotech,Tier 2,France,4059529.74,2021-03-08,Logistics,0.78,True,procurement@cascadebiote.com
SC-00901,Catalyst Group,Tier 3,USA,78942.99,2020-08-26,Electronics,1.72,False,procurement@catalystgrou.com
SC-00902,Summit Resources,Tier 3,Japan,3029342.83,2022-09-23,Raw Materials,6.18,True,procurement@summitresour.com
SC-00903,Prism Consulting,Tier 1,Germany,718814.04,2021-01-25,Electronics,8.16,True,procurement@prismconsult.com
SC-00904,Global Tech Inc,Tier 2,Japan,768513.24,2021-05-10,Software,8.42,True,procurement@globaltechin.com
SC-00905,Horizon Enterprises,Tier 2,Germany,2396245.98,2020-02-14,Electronics,1.66,True,procurement@horizonenter.com
SC-00906,Cascade Biotech,Tier 2,USA,4305992.4,2023-04-13,Logistics,2.01,False,procurement@cascadebiote.com
SC-00907,Pinnacle Systems Ltd,Tier 1,USA,3170528.91,2023-12-31,Software,9.79,False,procurement@pinnaclesyst.com
SC-00908,Tempest Energy,Tier 1,China,2028417.84,2022-11-17,Services,7.25,False,procurement@tempestenerg.com
SC-00909,TITAN Manufacturing,Tier 1,UK,144147.31,2023-03-26,Raw Materials,5.53,True,procurement@titanmanufac.com
SC-00910,Ionic Materials,Tier 1,China,3132348.61,2023-08-16,Raw Materials,4.48,False,procurement@ionicmateria.com
SC-00911,Global Tech Inc,Tier 2,Japan,1001396.42,2021-12-05,Software,2.32,True,procurement@globaltechin.com
SC-00912,Tempest Energy,Tier 3,France,4220212.32,2023-09-07,Software,1.31,True,procurement@tempestenerg.com
SC-00913,Delta Robotics,Tier 3,Japan,3686193.93,2022-08-25,Logistics,6.22,True,procurement@deltarobotic.com
SC-00914,Horizon Enterprises,Tier 1,Germany,1037446.9,2023-05-25,Software,1.01,False,procurement@horizonenter.com
SC-00915,Pulsar Electronics,Tier 1,Germany,2806311.03,2020-02-07,Raw Materials,8.81,True,procurement@pulsarelectr.com
SC-00916,Stratos Global,Tier 3,USA,4043736.94,2021-11-22,Software,1.14,True,procurement@stratosgloba.com
SC-00917,Meridian Corp,Tier 2,India,4968630.97,2021-12-28,Electronics,7.7,True,procurement@meridiancorp.com
SC-00918,Zenith,Tier 3,UK,3363955.16,2023-12-17,Electronics,9.27,False,procurement@zenithtechno.com
SC-00919,Summit Resources,Tier 1,France,3072334.09,2020-07-27,Services,0.42,True,procurement@summitresour.com
SC-00920,Stratos Global,Tier 1,India,827311.11,2021-08-21,Software,7.62,False,procurement@stratosgloba.com
SC-00921,Catalyst Group,Tier 3,India,1706307.25,2020-10-09,Electronics,8.49,False,procurement@catalystgrou.com
SC-00922,Ionic Materials,Tier 1,France,4055268.82,2021-11-30,Raw Materials,5.05,True,procurement@ionicmateria.com
SC-00923,Stellar Pharma,Tier 3,France,2104292.61,2023-07-13,Logistics,1.52,False,procurement@stellarpharm.com
SC-00924,Titan Mfg,Tier 2,China,4594199.29,2022-07-28,Services,7.95,True,procurement@titanmanufac.com
SC-00925,GlobalTech Incorporated,Tier 1,France,99246.13,2022-11-25,Electronics,0.85,True,procurement@globaltechin.com
SC-00926,Prism Consulting,Tier 2,USA,1996668.02,2020-03-16,Logistics,9.03,True,procurement@prismconsult.com
SC-00927,Radiant Health,Tier 2,China,4434625.11,2023-12-06,Services,8.74,True,procurement@radianthealt.com
SC-00928,Helios Media,Tier 2,UK,3071485.26,2020-10-27,Software,4.46,True,procurement@heliosmedia.com
SC-00929,Forge Industries,Tier 3,India,4443990.74,2023-08-21,Software,7.75,True,procurement@forgeindustr.com
SC-00930,Horizon Enterprises,Tier 3,India,1980468.02,2020-09-15,Services,9.92,True,procurement@horizonenter.com
SC-00931,Solaris Energy,Tier 3,UK,1595649.45,2021-11-28,Logistics,0.23,True,procurement@solarisenerg.com
SC-00932,Nova Logistics,Tier 3,China,4935425.77,2020-08-14,Electronics,8.42,True,procurement@novalogistic.com
SC-00933,Vertex Capital,Tier 1,USA,3794971.72,2020-09-12,Software,2.98,True,procurement@vertexcapita.com
SC-00934,Summit Resources,Tier 1,France,3741502.45,2023-04-06,Services,7.15,True,procurement@summitresour.com
SC-00935,Helios Media,Tier 2,Japan,3934706.85,2023-03-19,Logistics,7.14,True,procurement@heliosmedia.com
